ID code,Date,Time
642001567850992,10/5/2021,7:33:35 PM
642011583620953,10/5/2021,7:33:44 PM
642001567078969,10/5/2021,7:34:21 PM
642001599309894,10/5/2021,7:34:27 PM
642001591283128,10/5/2021,7:34:35 PM
642001573814691,10/5/2021,7:34:45 PM
642001559873526,10/5/2021,7:34:52 PM
642001567850991,10/5/2021,7:34:58 PM
642001573814640,10/5/2021,7:35:04 PM
642001567850978,10/5/2021,7:35:14 PM
642001582664143,10/5/2021,7:35:21 PM
642001578314133,10/5/2021,7:35:28 PM
642001591282876,10/5/2021,7:35:33 PM
642001591282878,10/5/2021,7:35:39 PM
642001567851009,10/5/2021,7:35:51 PM
642001582664146,10/5/2021,7:35:57 PM
642001573814718,10/5/2021,7:36:02 PM
642001598488593,10/5/2021,7:36:06 PM
642001567078961,10/5/2021,7:36:23 PM
642001567851033,10/5/2021,7:36:34 PM
642001591684275,10/5/2021,7:36:40 PM
642001567078970,10/5/2021,7:36:45 PM
642001598488614,10/5/2021,7:36:53 PM
642001567851023,10/5/2021,7:36:59 PM
642011589481476,10/5/2021,7:37:04 PM
642001569400300,10/5/2021,7:37:10 PM
642001589801594,10/5/2021,7:37:14 PM
642001598488847,10/5/2021,7:38:07 PM
642001573814689,10/5/2021,7:38:42 PM
642001559796645,10/5/2021,7:38:48 PM
642011583620925,10/5/2021,7:38:57 PM
642001578313920,10/5/2021,7:40:36 PM
642001598488846,10/5/2021,7:40:47 PM
642001591684291,10/5/2021,7:41:48 PM
642001603639814,10/5/2021,7:41:54 PM
642001573814706,10/5/2021,7:41:58 PM
642001591684265,10/5/2021,7:42:04 PM
642001591684267,10/5/2021,7:42:10 PM
642001569400298,10/5/2021,7:42:19 PM
642011583620890,10/5/2021,7:42:25 PM
642001567078996,10/5/2021,7:43:11 PM
642001591684277,10/5/2021,7:43:17 PM
642001559865288,10/5/2021,7:43:22 PM
642001591283113,10/5/2021,7:43:26 PM
642011589481461,10/5/2021,7:43:41 PM
642001567078993,10/5/2021,7:44:16 PM
642021594915095,10/5/2021,7:44:21 PM
642001573814676,10/5/2021,7:44:34 PM
642001567699890,10/5/2021,7:45:01 PM
642011589481413,10/5/2021,7:45:14 PM
642001559873525,10/5/2021,7:45:21 PM
642001573814625,10/5/2021,7:45:25 PM
642001573814696,10/5/2021,7:45:29 PM
642001598488581,10/5/2021,7:45:37 PM
642001573814660,10/5/2021,7:45:44 PM
642001569400296,10/5/2021,7:45:48 PM
642001591684256,10/5/2021,7:45:52 PM
642001567078992,10/5/2021,7:46:01 PM
642011589481419,10/5/2021,7:46:05 PM
642001567850968,10/5/2021,7:46:11 PM
642001589801584,10/5/2021,7:46:41 PM
642001591684273,10/5/2021,7:46:50 PM
642001573814651,10/5/2021,7:47:05 PM
642001603639803,10/5/2021,7:47:09 PM
642001573814705,10/5/2021,7:47:14 PM
642001592760147,10/5/2021,7:47:36 PM
642001603639808,10/5/2021,7:47:43 PM
642001603639819,10/5/2021,7:47:49 PM
642001578314126,10/5/2021,7:48:16 PM
642001599309896,10/5/2021,7:49:03 PM
642001573814658,10/5/2021,7:49:08 PM
642001567078967,10/5/2021,7:49:45 PM
642001569383257,10/5/2021,7:49:49 PM
642001573814708,10/5/2021,7:49:54 PM
642001573814630,10/5/2021,7:50:04 PM
642001603639821,10/5/2021,7:50:30 PM
642021594914855,10/5/2021,7:50:37 PM
642001582664140,10/5/2021,7:50:46 PM
642001573814697,10/5/2021,7:50:53 PM
642001567850987,10/5/2021,7:50:58 PM
642001567078974,10/5/2021,7:51:07 PM
642001591684274,10/5/2021,7:51:40 PM
642001567851040,10/5/2021,7:51:46 PM
642001573814634,10/5/2021,7:51:52 PM
642001573814709,10/5/2021,7:51:57 PM
642001582664116,10/5/2021,7:52:50 PM
642001591283127,10/5/2021,7:52:56 PM
642011583620200,10/5/2021,7:53:02 PM
642001578314134,10/5/2021,7:53:39 PM
642001591283103,10/5/2021,7:53:48 PM
642001591684253,10/5/2021,7:53:55 PM
642001567079003,10/5/2021,7:53:59 PM
642001591283102,10/5/2021,7:54:34 PM
642001559873543,10/5/2021,7:54:41 PM
642001591684259,10/5/2021,7:54:46 PM
642001573814671,10/5/2021,7:55:12 PM
642001591283130,10/5/2021,7:55:21 PM
642001567851013,10/5/2021,7:55:28 PM
642001573814646,10/5/2021,7:55:54 PM
642001598488611,10/5/2021,7:55:59 PM
642021591684257,10/5/2021,7:56:14 PM
642001599309893,10/5/2021,7:56:20 PM
642001559873544,10/5/2021,7:56:24 PM
642001569400291,10/5/2021,7:56:29 PM
642001573814711,10/5/2021,7:56:32 PM
642011583620918,10/5/2021,7:57:10 PM
642001567078979,10/5/2021,7:58:04 PM
642001573814720,10/5/2021,7:58:08 PM
642001567850967,10/5/2021,7:58:16 PM
642001578313926,10/5/2021,7:58:20 PM
642001573814669,10/5/2021,7:58:29 PM
642021594914865,10/5/2021,7:58:49 PM
642001578313904,10/5/2021,7:58:58 PM
642001603639812,10/5/2021,7:59:00 PM
642001573814624,10/5/2021,7:59:09 PM
642001573814639,10/5/2021,7:59:13 PM
642001603639824,10/5/2021,7:59:18 PM
642001589801609,10/5/2021,7:59:33 PM
642001573814638,10/5/2021,7:59:41 PM
642001591283118,10/5/2021,8:00:15 PM
642001573814631,10/5/2021,8:00:27 PM
642001567850983,10/5/2021,8:00:38 PM
642001573814695,10/5/2021,8:00:44 PM
642001591283107,10/5/2021,8:00:47 PM
642001573814633,10/5/2021,8:00:56 PM
642011583620916,10/5/2021,8:01:06 PM
642001604652858,10/5/2021,8:01:46 PM
642001573814647,10/5/2021,8:01:50 PM
642011589481471,10/5/2021,8:02:07 PM
642011598591934,10/5/2021,8:02:15 PM
642011583620923,10/5/2021,8:02:26 PM
642001573814668,10/5/2021,8:03:14 PM
642001569400273,10/5/2021,8:03:18 PM
642001573814682,10/5/2021,8:03:26 PM
642001578313915,10/5/2021,8:03:37 PM
642001592022341,10/5/2021,8:03:42 PM
642001578313927,10/5/2021,8:03:46 PM
642011570407757,10/5/2021,8:04:15 PM
642001567851000,10/5/2021,8:04:19 PM
642021594914943,10/5/2021,8:04:23 PM
642001573814645,10/5/2021,8:04:29 PM
642001578314127,10/5/2021,8:04:41 PM
642021578314138,10/5/2021,8:04:48 PM
642011583620954,10/5/2021,8:04:53 PM
642001591282877,10/5/2021,8:05:57 PM
642001573814712,10/5/2021,8:06:01 PM
642001591283126,10/5/2021,8:06:10 PM
642001591684292,10/5/2021,8:06:17 PM
642001598488621,10/5/2021,8:06:24 PM
642001573814690,10/5/2021,8:06:28 PM
642001567078972,10/5/2021,8:06:36 PM
642001598488596,10/5/2021,8:06:41 PM
642001591684285,10/5/2021,8:07:09 PM
642001582664122,10/5/2021,8:07:14 PM
642001569400295,10/5/2021,8:07:19 PM
642001573814684,10/5/2021,8:07:21 PM
642001573814655,10/5/2021,8:07:45 PM
642011589481379,10/5/2021,8:07:50 PM
642011583620914,10/5/2021,8:08:05 PM
642001573814719,10/5/2021,8:08:54 PM
642001598488599,10/5/2021,8:08:59 PM
642001569400292,10/5/2021,8:09:03 PM
642001573814654,10/5/2021,8:09:07 PM
642001573814648,10/5/2021,8:09:11 PM
642001573814632,10/5/2021,8:09:23 PM
642001598488602,10/5/2021,8:09:27 PM
